n_snp,var_cos,cache_pool_cos,ref_pool_cos,cache_relerr,ref_relerr
1,0.9999998807907104,1.0,0.9999996423721313,0.0003893836692441255,0.0007102236850187182
1,1.0,0.9999983310699463,0.9999982118606567,0.001969151198863983,0.001946489792317152
1,1.0,0.9999989867210388,0.9999986886978149,0.0015165426302701235,0.0015777881490066648
1,0.9999998807907104,0.9999995231628418,0.9999995231628418,0.0009614536538720131,0.0009782592533156276
1,0.9999999403953552,0.9999997019767761,0.9999997615814209,0.0007402665796689689,0.0008051219047047198
1,1.0,0.9999977350234985,0.9999975562095642,0.002287454204633832,0.0023415368050336838
1,1.0000001192092896,0.9999974966049194,0.9999974370002747,0.0038852037396281958,0.003879581345245242
1,0.9999998807907104,0.9999956488609314,0.9999954700469971,0.003360436297953129,0.003469286486506462
1,1.0,0.9999938011169434,0.9999936819076538,0.0035745459608733654,0.0036361138336360455
1,1.0000001192092896,0.9999991655349731,0.9999990463256836,0.0013982887612655759,0.0014596686232835054
1,1.0,0.9999990463256836,0.999998927116394,0.0017397889168933034,0.0017341187922284007
2,0.9999963045120239,0.9999980330467224,0.9999977946281433,0.002007857197895646,0.0021025161258876324
1,0.9999999403953552,0.9999995827674866,0.999999463558197,0.000987450359389186,0.0010513340821489692
1,1.0,0.9999951124191284,0.9999950528144836,0.003133775433525443,0.003125258255749941
1,0.9999999403953552,0.9999990463256836,0.9999992251396179,0.00138459715526551,0.0013021623017266393
1,1.0,0.9999945163726807,0.999994158744812,0.0033510997891426086,0.003472859039902687
1,0.9999998807907104,0.9999992251396179,0.9999988675117493,0.0012916784035041928,0.0015113692497834563
1,1.0000001192092896,0.9999988675117493,0.9999988675117493,0.0014770054258406162,0.0015088219661265612
1,0.9999999403953552,0.9999963641166687,0.9999964237213135,0.003727457718923688,0.003815999021753669
1,1.0,0.9999989867210388,0.9999988675117493,0.0013930140994489193,0.0014828776475042105
1,1.0000001192092896,0.9999934434890747,0.9999929666519165,0.0036435816437005997,0.003765296656638384
1,0.9999998807907104,0.9999938011169434,0.9999935030937195,0.004093400668352842,0.004142511170357466
1,1.0,0.9999911189079285,0.9999911785125732,0.004965977277606726,0.004937843885272741
1,1.0,0.9999977946281433,0.9999973177909851,0.002156848320737481,0.002395815681666136
1,0.9999998807907104,0.9999983310699463,0.9999982118606567,0.001877572969533503,0.001946479780599475
1,0.9999999403953552,0.9999947547912598,0.9999931454658508,0.0032724046614021063,0.003732220968231559
2,0.9999948143959045,0.9999949336051941,0.9999948143959045,0.0032335473224520683,0.0032344134524464607
1,1.0,0.9999954700469971,0.9999952912330627,0.003227622713893652,0.0031761671416461468
1,1.0,0.9999964237213135,0.9999961256980896,0.0030387085862457752,0.0031283798161894083
1,0.9999998807907104,0.9999992847442627,0.9999990463256836,0.0010779874864965677,0.0013318288838490844
1,1.0,0.9999984502792358,0.9999986290931702,0.00171714648604393,0.0017038499936461449
1,1.0,0.9999989867210388,0.999998927116394,0.0014594102976843715,0.001632754341699183
1,0.9999998211860657,0.9999999403953552,0.9999998807907104,7.291707879630849e-05,0.0001845430233515799
